smiles id prediction adm pass/fail
COc1ccc2c(c1)CCCC2CNc1cn[nH]c(=O)c1Cl AUS-ARG-7cfdce8f-3 NA NA fail
COc1ccc2[nH]cc(C3CCN(C(C)c4cnccn4)CC3)c2c1 AUS-ARG-7cfdce8f-4 2 2 fail
Cc1cc2ncn(-c3nc(-c4cccnc4)nc4ccccc34)c2cc1C AUS-ARG-7cfdce8f-5 2 2 fail
Cc1ccc(-c2n[nH]cc2CNCc2cccnc2)cc1 AUS-ARG-7cfdce8f-6 NA 2 fail
Cc1ccc(Oc2nc(-c3cccnc3)nc3ccccc23)cc1C AUS-ARG-7cfdce8f-7 3 2 pass
Cc1nc(C2Nc3ccccc3C(=O)N2Cc2cccnc2)cs1 AUS-ARG-7cfdce8f-8 3 2 pass
Fc1ccc(Oc2nc(-c3cccnc3)nc3ccccc23)c(Br)c1 AUS-ARG-7cfdce8f-9 3 2 pass
Fc1ccc(Oc2nc(-c3cccnc3)nc3ccccc23)c(Cl)c1 AUS-ARG-7cfdce8f-10 NA 2 fail
O=C(CC(c1ccccc1)c1ccccc1)Nc1cccnc1 AUS-ARG-7cfdce8f-11 3 2 pass
Cc1nn(-c2ccc(C(F)(F)F)cn2)c(C)c1CC(=O)NC(C)c1cccc(F)c1 AUS-ARG-7cfdce8f-12 2 2 fail
O=C(NCCC(c1ccccc1)c1ccccc1)c1cnccn1 AUS-ARG-7cfdce8f-13 3 2 pass
Cc1nn(-c2ccc(C(F)(F)F)cn2)c(C)c1CC(=O)NCc1ccc(Cl)cc1 AUS-ARG-7cfdce8f-14 3 2 pass
O=S1(=O)CCC(N2CCN(c3nc(-c4cccnc4)nc4ccccc34)CC2)C1 AUS-ARG-7cfdce8f-15 3 2 pass
c1cncc(-c2nc(Oc3ccc4ccccc4c3)c3ccccc3n2)c1 AUS-ARG-7cfdce8f-16 3 2 pass
CO[C@@H]1C[C@@H](c2nc(C)c(C)[nH]2)N(S(=O)(=O)c2cccnc2)C1 AUS-ARG-7cfdce8f-17 4 1 pass
c1cnc2nc(SCCC34CC5CC(CC(C5)C3)C4)nn2c1 AUS-ARG-7cfdce8f-18 3 1 fail
O=c1c(NCCN2CCNCC2)c(N(Cc2ccccn2)Cc2ccccn2)c1=O CAT-CEN-91a3f3b0-1 3 2 pass
O=C(Cn1cc(CN(C(=O)CCl)C2CCS(=O)(=O)C2)nn1)Nc1cccnc1 NIM-UNI-bb610069-1 3 1 fail
O=C(CCl)N(Cc1cnnn1Cc1ccc(Cl)cc1)C1CCS(=O)(=O)C1 NIM-UNI-bb610069-2 3 1 fail
NS(=O)(=O)c1cccc(-n2cc(CN3CCN(C(=O)CCl)CC3)nn2)c1 NIM-UNI-bb610069-3 NA 1 fail
O=C(CCl)N1CCN(S(=O)(=O)c2ccc(CN3CCN(S(=O)(=O)c4cccc5cc(CCc6ccc(Cl)s6)c(Cc6cccs6)cc45)CC3)s2)CC1 MAK-UNK-e05327b2-1 4 1 pass
O=C(CCl)N1CCN(S(=O)(=O)c2ccc(CN3CCN(S(=O)(=O)c4cccc5cc(CCc6ccc(Cl)s6)c(Cc6ccsc6)cc45)CC3)s2)CC1 MAK-UNK-e05327b2-2 4 1 pass
O=C(CCl)N1CCN(S(=O)(=O)c2ccc(CN3CCN(S(=O)(=O)c4cccc5cc(Cc6ccc(Cl)s6)c(Cc6ccsc6)cc45)CC3)s2)CC1 MAK-UNK-e05327b2-3 4 1 pass
O=C(CCl)N1CCN(S(=O)(=O)c2ccc(CN3CCN(S(=O)(=O)c4cccc5cc(Cc6ccc(Cl)s6)c(Cc6ccsc6)cc45)CC3)s2)CC1 MAK-UNK-e05327b2-4 4 1 pass
O=C(CCl)N1CCN(S(=O)(=O)c2ccc(CN3CCN(S(=O)(=O)c4cccc5cc(CN6CCN(c7ccc(Cl)s7)CC6)c(CCc6ccsc6)cc45)CC3)s2)CC1 MAK-UNK-e05327b2-5 2 1 fail
O=C(CCl)N1CCN(S(=O)(=O)c2ccc(CN3CCN(S(=O)(=O)c4cccc5cc(CN6CCN(S(=O)(=O)C7CCC(Cl)S7)CC6)c(CCc6ccsc6)cc45)CC3)s2)CC1 MAK-UNK-e05327b2-6 4 1 pass
O=C(CCl)N1CCN(S(=O)(=O)c2ccc(CN3CCN(S(=O)(=O)c4cccc5cc(CN6CCN(S(=O)(=O)c7ccc(Cl)s7)CC6)c(CCc6ccsc6)cc45)CC3)s2)CC1 MAK-UNK-e05327b2-7 4 1 pass
O=C(CCl)N1CCN(S(=O)(=O)c2ccc(Cc3cccc4ccccc34)s2)CC1 MAK-UNK-e05327b2-8 3 1 fail
COC(=O)C1CCN(S(=O)(=O)c2ccc(CSc3nnc(C4CCN(S(=O)(=O)c5ccccc5)CC4)o3)cc2)CC1 HIR-FOR-a67ea703-1 4 1 pass
Cc1cccc2nc(-c3ccc(O)cc3O)[nH]c12 CAS-DEP-751a2458-1 4 2 pass
Cc1cc(-c2nc3ccccc3[nH]2)ccc1O CAS-DEP-751a2458-2 3 2 pass
O=C(Nc1cc[nH]c1)Nc1cccc(F)c1 CAS-DEP-751a2458-3 2 2 fail
O=C(Nc1ccc(Cl)cc1)Nc1cc[nH]c1 CAS-DEP-751a2458-4 3 2 pass
Cc1ccc(NC(=O)Nc2cn[nH]c2)cc1C CAS-DEP-751a2458-5 3 2 pass
Cc1ncccc1NC(=O)Nc1ccc(F)cc1 CAS-DEP-751a2458-6 3 2 pass
N#Cc1ccc(CN/C(=C2/C=CC(C3=NCC(c4ccc(C#N)nc4)CC3)=CN2)N2CCOCC2)cc1 MAK-UNK-9955b1f3-1 2 1 fail
CCCNCN1CCCOCC1 MAK-UNK-9955b1f3-2 3 1 fail
CCN(C)CCN1CCCOCC1 MAK-UNK-9955b1f3-3 3 2 pass
CCN(CCN1CCCOCC1)CC1OCC(O)C1O MAK-UNK-9955b1f3-4 4 1 pass
CN(CC(=N)N)Cc1ccc(C#N)nc1 MAK-UNK-9955b1f3-5 3 2 pass
N#Cc1ccc(C(N)C(=O)N=C(N)N)cn1 MAK-UNK-9955b1f3-6 3 2 pass
N#Cc1ccc(C2C(CC(=N)N)OC(n3cnc4cncnc43)C2O)cn1 MAK-UNK-9955b1f3-7 3 2 pass
C=CC/C=C(\N)Cc1ccc(C#N)nc1 MAK-UNK-9955b1f3-8 NA 2 fail
CC/C=C(\N)Cc1ccc(C#N)nc1 MAK-UNK-9955b1f3-9 3 2 pass
CC(C(N)=O)c1ccc(C#N)nc1 MAK-UNK-9955b1f3-10 2 2 fail
N#Cc1ccc(C(NC(=O)CN)C(N)=O)cn1 MAK-UNK-9955b1f3-11 3 2 pass
N#Cc1ccc(C(Cc2ccccc2)C(N)=O)cn1 MAK-UNK-9955b1f3-12 3 2 pass
N#Cc1ccc(C(NS(=O)(=O)c2ccc(O)cc2)C(N)=O)cn1 MAK-UNK-9955b1f3-13 4 2 pass
NC1=C=NC(N2CCCOCC2)=N1 MAK-UNK-9955b1f3-14 2 1 fail
Nc1c[nH]c(=O)n1CN1CCCOCC1 MAK-UNK-9955b1f3-15 NA NA fail
Nc1nc[nH]c(=O)c1CCN1CCCOCC1 MAK-UNK-9955b1f3-16 NA NA fail
C/C=C(\N)Cc1ccc(C#N)nc1 MAK-UNK-9955b1f3-17 3 2 pass
CCNc1ncc(C#N)cc1CN1CCN(C(=O)CCl)CC1 BRU-LEF-ae0885ba-1 3 2 pass
CN1CCN(C(=O)Cc2c[nH]c3ncncc23)CC1 SID-ELM-1f105489-1 3 2 pass
CN1CCN(C(=O)Cc2c[nH]c3nccnc23)CC1 SID-ELM-1f105489-2 3 2 pass
CN1CCN(C(=O)Cc2c(F)[nH]c3ncccc23)CC1 SID-ELM-1f105489-3 3 2 pass
CN1CCN(C(=O)Cc2c(F)[nH]c3ncncc23)CC1 SID-ELM-1f105489-4 3 1 fail
CN1CCN(C(=O)Cc2c(F)[nH]c3nccnc23)CC1 SID-ELM-1f105489-5 2 2 fail
CN1CCN(C(=O)Cc2c(Cl)[nH]c3ncccc23)CC1 SID-ELM-1f105489-6 2 2 fail
CN1CCN(C(=O)Cc2c(Cl)[nH]c3ncncc23)CC1 SID-ELM-1f105489-7 2 1 fail
CN1CCN(C(=O)Cc2c(Cl)[nH]c3nccnc23)CC1 SID-ELM-1f105489-8 3 2 pass
CN1CCN(C(=O)Nc2c[nH]c3ncccc23)CC1 SID-ELM-1f105489-9 3 2 pass
CN1CCN(C(=O)Nc2c[nH]c3ncncc23)CC1 SID-ELM-1f105489-10 3 2 pass
CN1CCN(C(=O)Nc2c[nH]c3nccnc23)CC1 SID-ELM-1f105489-11 3 2 pass
CN1CCN(C(=O)Nc2c(F)[nH]c3ncccc23)CC1 SID-ELM-1f105489-12 3 2 pass
CN1CCN(C(=O)Nc2c(F)[nH]c3ncncc23)CC1 SID-ELM-1f105489-13 3 1 fail
CN1CCN(C(=O)Nc2c(F)[nH]c3nccnc23)CC1 SID-ELM-1f105489-14 3 1 fail
CN1CCN(C(=O)Nc2c(Cl)[nH]c3ncncc23)CC1 SID-ELM-1f105489-15 3 1 fail
CN1CCN(C(=O)Nc2c(Cl)[nH]c3nccnc23)CC1 SID-ELM-1f105489-16 2 1 fail
CN1CCN(C(=O)Nc2c(Cl)[nH]c3ncccc23)CC1 SID-ELM-1f105489-17 3 2 pass
CN1CC[Si](C)(C)c2ccc(S(N)(=O)=O)cc21 IND-SYN-058869ff-1 3 2 pass
O=C(CCl)N1CCN(Cc2cnc(-c3ccccc3)nc2)CC1 MAK-UNK-af83ef51-1 3 2 pass
CC(CCc1ccccc1)N1CCN(C(=O)CCl)CC1 MAK-UNK-af83ef51-2 3 2 pass
Cc1cccc(N(C(=O)NS(C)(=O)=O)c2ccc3c(c2)Cc2ccccc2-3)c1 MAK-UNK-af83ef51-3 3 2 pass
Cc1cccc(C(O)/C=N/S(C)(=O)=O)c1 MAK-UNK-af83ef51-4 3 2 pass
Cc1cccc(CC2CCN(C(=O)CCl)C(C(=O)O)C2)c1 MAK-UNK-af83ef51-5 3 2 pass
Cc1cccc(CC2CCN(C(=O)CCl)CC2)c1 MAK-UNK-af83ef51-6 3 2 pass
CCOC(=O)C1CC(Cc2cccc(C)c2)CCN1C(=O)CCl MAK-UNK-af83ef51-7 3 3 pass
Cc1cccc(CC2CC3CCC(C2)N3C(=O)CCl)c1 MAK-UNK-af83ef51-8 2 2 fail
COC(=O)C1CC(Cc2cccc(C)c2)CCN1C(=O)CCl MAK-UNK-af83ef51-9 3 2 pass
Cc1cccc(CN2CCN(C(=O)C(Cl)NC=O)CC2)c1 MAK-UNK-af83ef51-10 3 2 pass
Cc1cccc(CN2CCN(C(O)C(C)Cl)CC2)c1 MAK-UNK-af83ef51-11 3 2 pass
Cc1cccc(CCSC2OC(Cl)C(O)C(O)C2O)c1 MAK-UNK-af83ef51-12 3 1 fail
Cc1cccc(NCC(=O)NCCCCl)c1 MAK-UNK-af83ef51-13 3 3 pass
COC(=O)C(NS(=O)(=O)NS(N)(=O)=O)c1ccc(CN2CCN(C(=O)CCl)CC2)cc1C MAK-UNK-af83ef51-14 3 2 pass
Cc1cccc(CN2CCN(C(=O)CCl)CC2)c1CC(NC(=O)CS(N)(=O)=O)C(C)O MAK-UNK-af83ef51-15 4 2 pass
CNC1C(O)OCC(O)C1OC(C(=O)NS(N)(=O)=O)c1ccc(CN2CCN(C(=O)CCl)CC2)cc1C MAK-UNK-af83ef51-16 4 2 pass
Cc1cc(CN2CCN(C(=O)CCl)CC2)cc(NCC(C)c2ccc(S(N)(=O)=O)cc2)c1 MAK-UNK-af83ef51-17 2 2 fail
Cc1ccc(Oc2cc(O)ccc2N(C)c2cc(S(N)(=O)=O)ncn2)c(CN2CCN(C(=O)CCl)CC2)c1 MAK-UNK-af83ef51-18 3 2 pass
CCNC1CC(Oc2cccc(CN3CCN(C(=O)CCl)CC3)c2)CCC1OC#N MAK-UNK-af83ef51-19 3 2 pass
CCNC(COc1cccc(CN2CCN(C(=O)CCl)CC2)c1)OCC#N MAK-UNK-af83ef51-20 3 2 pass
CCNC1CC(c2cccc(CN3CCN(C(=O)CCl)CC3)c2)CC(O)C1OC#N MAK-UNK-af83ef51-21 3 2 pass
CCNc1ccc(Nc2cc(C)cc(CN3CCN(C(=O)CCl)CC3)c2)c(C#N)c1 MAK-UNK-af83ef51-22 3 2 pass
CC1CC(CN2CCN(C(=O)CCl)CC2)CC(NCCNc2ccc(C#N)cn2)C1 MAK-UNK-af83ef51-23 3 2 pass
CC1CC(CNCNc2ccc(C#N)cn2)CC(CN2CCN(C(=O)CCl)CC2)C1 MAK-UNK-af83ef51-24 3 2 pass
CC1OC(CN2CCN(C(=O)CCl)CC2)C(O)C1OCCCNc1ccc(C#N)cn1 MAK-UNK-af83ef51-25 3 2 pass
COC1CN(C(=O)CCNc2ccc(C#N)cn2)CC1CN1CCN(C(=O)CCl)CC1 MAK-UNK-af83ef51-26 3 2 pass
CCNc1ccc(NCc2cnc(C)c(CN3CCN(C(=O)CCl)CC3)c2)cn1 MAK-UNK-af83ef51-27 3 2 pass
CCNc1ccc(Oc2nncc3cn(C)c(CN4CCN(C(=O)CCl)CC4)c23)cn1 MAK-UNK-af83ef51-28 3 2 pass
CCNc1ccc(-c2ncn3c(CN4CCN(C(=O)CCl)CC4)c(C)cnc23)cn1 MAK-UNK-af83ef51-29 3 2 pass
CCNc1ccc(C2OC(O)C(NCN3CCN(C(=O)CCl)CC3)C(O)C2O)cn1 MAK-UNK-af83ef51-30 4 2 pass
CCNc1ccc(CNC(=O)CCCN2CCN(C(=O)CCl)CC2)cn1 MAK-UNK-af83ef51-31 3 2 pass
N#Cc1ccc(NCCOc2nc(NCN3CCN(C(=O)CCl)CC3)ccc2C#N)nc1 MAK-UNK-af83ef51-32 3 2 pass
Cc1ccc(OCCCCC2NCC(c3cc(C)cc(CN4CCN(C(=O)CCl)CC4)c3)CC2=O)cc1 MAK-UNK-af83ef51-33 3 2 pass
O=C(CCl)N1CCN(S(=O)(=O)c2ccc(Cl)c(C[C@@H]3CN(C(=O)NCc4ccc([N+](=O)[O-])cc4)CCO3)c2)CC1 PED-UNI-b79f0f51-1 4 1 pass
N#Cc1ccc(CNC(=O)N2CCO[C@H](Cc3cc(S(=O)(=O)N4CCN(C(=O)CCl)CC4)ccc3Cl)C2)cc1 PED-UNI-b79f0f51-2 4 1 pass
C=CC(=O)N1CCCN(Cc2ccccc2)CC1 ANT-OPE-c0c3e7cc-1 3 3 pass
O=C(CCl)CN(C(=O)Nc1ccccc1)c1cncc(CCNC(=O)c2cccc(Cl)c2)c1 NIM-UNI-6eebfcd4-1 4 2 pass
O=C(CCl)CNc1cncc(CCNC(=O)c2cccc(Cl)c2)c1 NIM-UNI-6eebfcd4-2 3 2 pass
CNC(=O)Cc1c(C)cccc1CN1CCN(C(=O)CCl)CC1 STE-UNK-13e151dd-1 3 2 pass
O=C1NC(=O)C(CCCC(=O)N2CCN(Cc3cccc(F)c3)CC2)N1 VIT-UNK-2a0afa28-1 NA 2 fail
CC(O)(CCCC1NC(=O)NC1=O)N1CCN(Cc2cccc(F)c2)CC1 VIT-UNK-2a0afa28-2 NA 2 fail
NC(=O)CCCCC(=O)N1CCN(Cc2cccc(F)c2)CC1 VIT-UNK-2a0afa28-3 3 3 pass
O=C1NC(=O)C(CCCC(O)C2CCN(Cc3cccc(F)c3)CN2)N1 VIT-UNK-2a0afa28-4 3 2 pass
O=C(O)CCCc1cncc(NC(=O)Nc2cc(O)ccc2C2CN(C(=O)CCl)CCN2)c1 JAN-LUN-04aedcc0-1 2 2 fail
O=C(O)CCCc1cncc(NC(=O)Nc2cc(O)ccc2C2CN(C(=O)CCl)CC3CCCCC32)c1 JAN-LUN-04aedcc0-2 3 2 pass
O=C(Nc1cc2cccnc2[nH]1)Nc1cc(O)ccc1C1CN(C(=O)CCl)CC2CCCCC21 JAN-LUN-04aedcc0-3 3 2 pass
O=C(Nc1cc2cc(C(=O)O)cnc2[nH]1)Nc1cc(O)ccc1C1CN(C(=O)CCl)CC2CCCCC21 JAN-LUN-04aedcc0-4 2 2 fail
O=C(Nc1cc2cc(C(=O)O)cnc2[nH]1)Nc1cc(O)ccc1C1CN(C(=O)CCl)Cc2ccc(O)cc21 JAN-LUN-04aedcc0-5 NA 2 fail
O=C(Nc1cc2cc(C(=O)O)cnc2[nH]1)Nc1cc(O)ccc1C1CN(C(=O)CCl)Cc2ccccc21 JAN-LUN-04aedcc0-6 4 2 pass
O=C(O)CCCc1cncc(NC(=O)Nc2cc(O)ccc2C2CN(C(=O)CCl)Cc3ccc(O)cc32)c1 JAN-LUN-04aedcc0-7 3 2 pass
O=C1NC(=O)C(CCC(Cl)C(=O)N2CCN(Cc3cccc(F)c3)CC2)N1 VIT-UNK-cff011c0-1 3 2 pass
NC(=O)CCCC(Cl)C(=O)N1CCN(Cc2cccc(F)c2)CC1 VIT-UNK-cff011c0-2 3 2 pass
O=C1NC(=O)C(CCC(Cl)C(O)C2CCN(Cc3cccc(F)c3)CN2)N1 VIT-UNK-cff011c0-3 3 2 pass
CCCCCCCCCC(~C~OC(C)C)C1=CC(P)=CC2CCNC12 J__-UNK-57ae77f4-1 NA NA fail
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCN1CCN(C(=O)CCl)CC1 NIM-UNI-ed9fc491-1 4 2 pass
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCCN1CCN(C(=O)CCl)CC1 NIM-UNI-ed9fc491-2 4 2 pass
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NC(c1ccccc1)N1CCN(C(=O)CCl)CC1 NIM-UNI-ed9fc491-3 3 2 pass
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NC(CN1CCN(C(=O)CCl)CC1)c1ccccc1 NIM-UNI-ed9fc491-4 3 2 pass
O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O GER-UNI-caecb3b0-1 NA NA fail
O=C(Nc1ccccc1)C1CCN(C(=O)C(Cl)Cc2cccnc2)CC1 BEN-DND-031a96cc-1 2 2 fail
O=C(Nc1ccccc1)C1CCN(C(=O)C(Cl)c2cccnc2)CC1 BEN-DND-031a96cc-2 3 2 pass
O=C(Nc1ccccc1)C1CCN(C(=O)C2OC2c2cccnc2)CC1 BEN-DND-031a96cc-3 3 2 pass
NC(=O)/C=C/CN1CCC(C(=O)Nc2ccccc2)CC1 BEN-DND-031a96cc-4 3 3 pass
CC(=O)/C=C/CN1CCC(C(=O)Nc2ccccc2)CC1 BEN-DND-031a96cc-5 3 3 pass
NC(=O)C1CCN(C(=O)C(Cl)C(C(=O)Nc2ccccc2)c2cccnc2)CC1 BEN-DND-031a96cc-6 2 2 fail
NC(=O)C1CCN(C/C=C(\C(=O)Nc2ccccc2)c2cccnc2)CC1 BEN-DND-031a96cc-7 3 2 pass
C=C(C(=O)Nc1ccccc1)c1cccnc1 BEN-DND-031a96cc-8 3 2 pass
CC(=O)CCc1ccccc1CC(=O)c1ccccc1 ERI-WAB-212bafa6-1 3 3 pass
CC(C)CCc1ccccc1CC(=O)c1ccccc1 ERI-WAB-212bafa6-2 3 3 pass
CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O GER-UNI-9e096ee1-1 NA NA fail
O=C(Nc1ccccc1)Nc1cccnc1F SID-ELM-8b394441-1 3 2 pass
O=C(CC1CCCCC1)Nc1cccnc1F SID-ELM-8b394441-2 3 2 pass
O=C(Nc1ccccc1)Nc1cccnc1Cl SID-ELM-8b394441-3 3 2 pass
O=C(CC1CCCCC1)Nc1cccnc1Cl SID-ELM-8b394441-4 3 2 pass
Nc1cnc(Cl)c(NC(=O)Nc2ccccc2)c1 SID-ELM-8b394441-5 3 2 pass
CNc1cnc(Cl)c(NC(=O)Nc2ccccc2)c1 SID-ELM-8b394441-6 3 2 pass
CN(C)c1cnc(Cl)c(NC(=O)Nc2ccccc2)c1 SID-ELM-8b394441-7 3 2 pass
O=C(Nc1ccccc1)Nc1c(Cl)ncc2ncncc12 SID-ELM-8b394441-8 3 2 pass
O=C(Nc1ccccc1)Nc1c(Cl)ncc2ncccc12 SID-ELM-8b394441-9 3 2 pass
O=C(Nc1ccccc1)Nc1c(Cl)ncc2[nH]ccc12 SID-ELM-8b394441-10 3 2 pass
O=C(Nc1ccccc1)Nc1c(Cl)ncn2nccc12 SID-ELM-8b394441-11 3 2 pass
O=C(Nc1ccccc1)Nc1c(Cl)ncc2nccn12 SID-ELM-8b394441-12 3 2 pass
O=C(Nc1ccccc1)Nc1c(Cl)ncc2[nH]cnc12 SID-ELM-8b394441-13 3 2 pass
O=C(Nc1ccccc1)Nc1c(Cl)ncc2[nH]ncc12 SID-ELM-8b394441-14 3 2 pass
O=C(Nc1ccccc1)Nc1c(Cl)ncc2nccnc12 SID-ELM-8b394441-15 3 2 pass
Nc1cnc(Cl)c(NC(=O)CC2CCCCC2)c1 SID-ELM-8b394441-16 3 2 pass
CNc1cnc(Cl)c(NC(=O)CC2CCCCC2)c1 SID-ELM-8b394441-17 3 2 pass
CN(C)c1cnc(Cl)c(NC(=O)CC2CCCCC2)c1 SID-ELM-8b394441-18 3 2 pass
O=C(CC1CCCCC1)Nc1c(Cl)ncc2ncncc12 SID-ELM-8b394441-19 3 2 pass
O=C(CC1CCCCC1)Nc1c(Cl)ncc2ncccc12 SID-ELM-8b394441-20 3 2 pass
O=C(CC1CCCCC1)Nc1c(Cl)ncc2[nH]ccc12 SID-ELM-8b394441-21 3 2 pass
O=C(CC1CCCCC1)Nc1c(Cl)ncn2nccc12 SID-ELM-8b394441-22 3 2 pass
O=C(CC1CCCCC1)Nc1c(Cl)ncc2nccn12 SID-ELM-8b394441-23 3 1 fail
O=C(CC1CCCCC1)Nc1c(Cl)ncc2[nH]cnc12 SID-ELM-8b394441-24 3 2 pass
O=C(CC1CCCCC1)Nc1c(Cl)ncc2[nH]ncc12 SID-ELM-8b394441-25 3 2 pass
O=C(CC1CCCCC1)Nc1c(Cl)ncc2nccnc12 SID-ELM-8b394441-26 3 2 pass
CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC1CCNC1=O)C(=O)Nc1cncc2ccccc12 JAN-GHE-f375bf5b-1 4 2 pass
Cc1ccc(C#N)cc1NS(C)(=O)=O IND-SYN-aa221fbf-1 3 2 pass
O=C(CCl)N1CCN(Cc2cc(Cl)cc3cccc(OCCN4CCOCC4)c23)CC1 SEA-TRI-67e8f1c7-1 3 2 pass
O=C(/C=C/c1ccc(O)c2c1[C@H](C(=O)O)[C@H](c1ccc(O)c(O)c1)O2)O[C@@H](Cc1ccc(O)c(O)c1)C(=O)O FAB-ASS-ec2fd593-1 NA 2 fail
COC(=O)[C@H]1c2c(/C=C/C(=O)O[C@@H](Cc3ccc(O)c(O)c3)C(=O)O)ccc(O)c2O[C@H]1c1ccc(O)c(O)c1 FAB-ASS-ec2fd593-2 NA 2 fail
CCC(=O)NCC[C@@H]1CCc2ccccc21 ANT-OPE-7c194559-1 3 3 pass
N#Cc1ccc(CNC(=O)N2CCOCC2)c(CN2CCN(C(=O)CCl)CC2)c1 TAM-UNI-d1c3dd9f-1 3 2 pass
Cn1cc(N2CCCC2C(N)=O)c(CN2CCN(C(=O)CCl)CC2)n1 TAM-UNI-d1c3dd9f-2 4 1 pass
NS(=O)(=O)c1ccc2ccc(C3CN(C(=O)CCl)Cc4ccccc43)cc2c1 TAM-UNI-d1c3dd9f-3 4 1 pass
CN(C)C(=O)c1ccc(CNS(C)(=O)=O)c(CN2CCN(C(=O)CCl)CC2)c1 TAM-UNI-d1c3dd9f-4 3 2 pass
CS(=O)(=O)N1CCc2ccc(CN3CCN(C(=O)CCl)CC3)cc2C1 TAM-UNI-d1c3dd9f-5 3 2 pass
CNS(=O)(=O)c1ccc2ccc(CN3CCN(C(=O)CCl)CC3)cc2c1 TAM-UNI-d1c3dd9f-6 3 2 pass
O=C(CCl)N1Cc2ccccc2C(c2cccc(CNC(=O)N3CCOCC3)c2)C1 TAM-UNI-d1c3dd9f-7 3 2 pass
CS(=O)(=O)N1CCc2ccc(C3CN(C(=O)CCl)Cc4ccccc43)cc2C1 TAM-UNI-d1c3dd9f-8 3 2 pass
NC(=O)C1CCCN1c1ccccc1CN1CCN(C(=O)CCl)CC1 TAM-UNI-d1c3dd9f-9 2 3 fail
CNS(=O)(=O)c1ccc(C#N)c(C2CN(C(=O)CCl)Cc3ccccc32)c1 TAM-UNI-d1c3dd9f-10 4 2 pass
CC(=O)NCCCc1cn(C)c2cc(C3CN(C(=O)CCl)Cc4ccccc43)ccc12 TAM-UNI-d1c3dd9f-11 3 2 pass
O=C(CCl)N1CCN(Cc2cccc(CNC(=O)N3CCOCC3)c2)CC1 TAM-UNI-d1c3dd9f-12 3 2 pass
CC(=O)N1CCCc2cccc(CN3CCN(C(=O)CCl)CC3)c2C1 TAM-UNI-d1c3dd9f-13 3 2 pass
O=C1Cc2c(cccc2CN2CCN(C(=O)CCl)CC2)CCN1 TAM-UNI-d1c3dd9f-14 3 2 pass
O=C1NCCCc2cccc(CN3CCN(C(=O)CCl)CC3)c21 TAM-UNI-d1c3dd9f-15 3 2 pass
CC(=O)Nc1cc(C#N)cc(CN2CCN(C(=O)CCl)CC2)c1 TAM-UNI-d1c3dd9f-16 3 2 pass
CNC(=O)c1ccc(C#N)cc1CN1CCN(C(=O)CCl)CC1 TAM-UNI-d1c3dd9f-17 3 2 pass
CC(=O)Nc1ccc(C#N)cc1CN1CCN(C(=O)CCl)CC1 TAM-UNI-d1c3dd9f-18 3 2 pass
CC(=O)NCCc1cn(C)c2cc(CN3CCN(C(=O)CCl)CC3)ccc12 TAM-UNI-d1c3dd9f-19 3 2 pass
CC(=O)NCCc1cn(C)c2c(CN3CCN(C(=O)CCl)CC3)cccc12 TAM-UNI-d1c3dd9f-20 3 2 pass
CC(NC(=O)CCl)c1ccccc1CNC(=O)N1CCOCC1 TAM-UNI-d1c3dd9f-21 3 2 pass
CC(NC(=O)CCl)c1ccc2ccc(NS(C)(=O)=O)cc2c1 TAM-UNI-d1c3dd9f-22 3 2 pass
CC(=O)NCCc1cn(C)c2cc(C(C)NC(=O)CCl)ccc12 TAM-UNI-d1c3dd9f-23 3 2 pass
CC(=O)NCCc1cn(C)c2c(C(C)NC(=O)CCl)cccc12 TAM-UNI-d1c3dd9f-24 3 2 pass
C=CC(=O)N1CCN(Cc2cc(Cl)cc3cccc(OCCN4CCN(C)CC4)c23)CC1 SEA-TRI-98d2cd42-1 3 2 pass
CN(C)Cc1cc(-c2ccccc2)n(S(=O)(=O)c2cccnc2)c1 ANT-OPE-a517596a-1 3 1 fail
NS(=O)(=O)c1ccc2c(c1)N(CCCCC1CCCN(C(=O)CCl)C1)CCC2 PAU-UNI-f4334617-1 3 2 pass
COC(=O)c1ccc(S(=O)(=O)NNCc2cc(-c3ccccc3F)n(S(=O)(=O)c3cccnc3)c2)cc1 MAK-UNK-de9577cf-1 NA 1 fail
COC(=O)c1ccc(S(=O)(=O)N(C)Cc2cc(-c3ccccc3F)n(S(=O)(=O)c3cccnc3)c2)cc1 MAK-UNK-de9577cf-2 3 1 fail
CNN(c1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1)S(=O)(=O)c1ccc(C(=O)OC)cc1 MAK-UNK-de9577cf-3 3 1 fail
CNCc1cc(-c2ccccc2NS(=O)(=O)c2ccc(C(=O)OC)cc2)n(S(=O)(=O)c2cccnc2)c1 MAK-UNK-de9577cf-4 4 1 pass
